Filename,ID,Bed,Camera,Timestamp
L_20171115T005851.525230_1A12_L4.png,1A12,1,LEFT,20171115T005851.525230
L_20171115T005852.525685_1A12_L5.png,1A12,1,LEFT,20171115T005852.525685
L_20171115T005853.512043_1A12_L6.png,1A12,1,LEFT,20171115T005853.512043
L_20171115T005854.515746.png,1A13,1,LEFT,20171115T005854.515746
L_20171115T005855.518133.png,1A13,1,LEFT,20171115T005855.518133
L_20171115T005856.519006.png,1A13,1,LEFT,20171115T005856.519006
L_20171115T005857.509566.png,1A13,1,LEFT,20171115T005857.509566
L_20171115T005858.514296.png,1A13,1,LEFT,20171115T005858.514296
L_20171115T005859.511204.png,1A14,1,LEFT,20171115T005859.511204
L_20171115T005900.503398.png,1A14,1,LEFT,20171115T005900.503398
L_20171115T005901.497425.png,1A14,1,LEFT,20171115T005901.497425
L_20171115T005902.504317.png,1A14,1,LEFT,20171115T005902.504317
L_20171115T005903.491496.png,1A14,1,LEFT,20171115T005903.491496
L_20171115T005904.497882_1A15_L1.png,1A15,1,LEFT,20171115T005904.497882
L_20171115T005905.515856_1A15_L2.png,1A15,1,LEFT,20171115T005905.515856
L_20171115T005906.497552_1A15_L3.png,1A15,1,LEFT,20171115T005906.497552
L_20171115T005907.490186_1A15_L4.png,1A15,1,LEFT,20171115T005907.490186
L_20171115T005908.487847_1A15_L5.png,1A15,1,LEFT,20171115T005908.487847
L_20171115T005909.493403.png,1A16,1,LEFT,20171115T005909.493403
L_20171115T005910.491178.png,1A16,1,LEFT,20171115T005910.491178
L_20171115T005911.493360.png,1A16,1,LEFT,20171115T005911.493360
L_20171115T005912.480370.png,1A16,1,LEFT,20171115T005912.480370
L_20171115T005913.475046.png,1A16,1,LEFT,20171115T005913.475046
L_20171115T005914.472735_1A17_L1.png,1A17,1,LEFT,20171115T005914.472735
L_20171115T005915.482219_1A17_L2.png,1A17,1,LEFT,20171115T005915.482219
L_20171115T005916.475105_1A17_L3.png,1A17,1,LEFT,20171115T005916.475105
L_20171115T005917.503287_1A17_L4.png,1A17,1,LEFT,20171115T005917.503287
L_20171115T005918.475347_1A17_L5.png,1A17,1,LEFT,20171115T005918.475347
L_20171115T005919.468993_1A18_L1.png,1A18,1,LEFT,20171115T005919.468993
L_20171115T005920.461945_1A18_L2.png,1A18,1,LEFT,20171115T005920.461945
L_20171115T005921.462679_1A18_L3.png,1A18,1,LEFT,20171115T005921.462679
L_20171115T005922.461390_1A18_L4.png,1A18,1,LEFT,20171115T005922.461390
L_20171115T005923.459804_1A18_L5.png,1A18,1,LEFT,20171115T005923.459804
L_20171115T005924.460682_1A19_L1.png,1A19,1,LEFT,20171115T005924.460682
L_20171115T005925.455873_1A19_L2.png,1A19,1,LEFT,20171115T005925.455873
L_20171115T005926.459624_1A19_L3.png,1A19,1,LEFT,20171115T005926.459624
L_20171115T005927.460076_1A19_L4.png,1A19,1,LEFT,20171115T005927.460076
L_20171115T005928.465151_1A19_L5.png,1A19,1,LEFT,20171115T005928.465151
L_20171115T005929.464581_1A19_L6.png,1A19,1,LEFT,20171115T005929.464581
L_20171115T005930.467802.png,1A20,1,LEFT,20171115T005930.467802
L_20171115T005931.465704.png,1A20,1,LEFT,20171115T005931.465704
L_20171115T005932.465916.png,1A20,1,LEFT,20171115T005932.465916
L_20171115T005933.469389.png,1A20,1,LEFT,20171115T005933.469389
L_20171115T005934.472859.png,1A20,1,LEFT,20171115T005934.472859
L_20171115T005935.452259_1A21_L1.png,1A21,1,LEFT,20171115T005935.452259
L_20171115T005936.457565_1A21_L2.png,1A21,1,LEFT,20171115T005936.457565
L_20171115T005937.461396_1A21_L3.png,1A21,1,LEFT,20171115T005937.461396
L_20171115T005938.449284_1A21_L4.png,1A21,1,LEFT,20171115T005938.449284
L_20171115T005939.451207_1A21_L5.png,1A21,1,LEFT,20171115T005939.451207
L_20171115T005940.449212_1A22_L1.png,1A22,1,LEFT,20171115T005940.449212
L_20171115T005941.440663_1A22_L2.png,1A22,1,LEFT,20171115T005941.440663
L_20171115T005942.444075_1A22_L3.png,1A22,1,LEFT,20171115T005942.444075
L_20171115T005943.448373_1A22_L4.png,1A22,1,LEFT,20171115T005943.448373
L_20171115T005944.440916_1A22_L5.png,1A22,1,LEFT,20171115T005944.440916
L_20171115T005945.440755_1A23_L1.png,1A23,1,LEFT,20171115T005945.440755
L_20171115T005946.434788_1A23_L2.png,1A23,1,LEFT,20171115T005946.434788
L_20171115T005947.430040_1A23_L3.png,1A23,1,LEFT,20171115T005947.430040
L_20171115T005948.436940_1A23_L4.png,1A23,1,LEFT,20171115T005948.436940
L_20171115T005949.445218_1A23_L5.png,1A23,1,LEFT,20171115T005949.445218
L_20171115T005950.425855.png,1A24,1,LEFT,20171115T005950.425855
L_20171115T005951.436597.png,1A24,1,LEFT,20171115T005951.436597
L_20171115T005952.419835.png,1A24,1,LEFT,20171115T005952.419835
L_20171115T005953.418704.png,1A24,1,LEFT,20171115T005953.418704
L_20171115T005954.425317.png,1A24,1,LEFT,20171115T005954.425317
L_20171115T005955.425088.png,1A25,1,LEFT,20171115T005955.425088
L_20171115T005956.422906.png,1A25,1,LEFT,20171115T005956.422906
L_20171115T005957.427811.png,1A25,1,LEFT,20171115T005957.427811
L_20171115T005958.416840.png,1A25,1,LEFT,20171115T005958.416840
L_20171115T005959.412400.png,1A25,1,LEFT,20171115T005959.412400
L_20171115T010000.413824.png,1A25,1,LEFT,20171115T010000.413824
L_20171115T010001.410967.png,1A26,1,LEFT,20171115T010001.410967
L_20171115T010002.409899.png,1A26,1,LEFT,20171115T010002.409899
L_20171115T010003.404734.png,1A26,1,LEFT,20171115T010003.404734
L_20171115T010004.403994.png,1A26,1,LEFT,20171115T010004.403994
L_20171115T010005.401768.png,1A26,1,LEFT,20171115T010005.401768
L_20171115T010006.400261.png,1A27,1,LEFT,20171115T010006.400261
L_20171115T010007.399745.png,1A27,1,LEFT,20171115T010007.399745
L_20171115T010008.418587.png,1A27,1,LEFT,20171115T010008.418587
L_20171115T010009.401812.png,1A27,1,LEFT,20171115T010009.401812
L_20171115T010010.397232.png,1A27,1,LEFT,20171115T010010.397232
L_20171115T010011.405942.png,1A28,1,LEFT,20171115T010011.405942
L_20171115T010012.391839.png,1A28,1,LEFT,20171115T010012.391839
L_20171115T010013.397909.png,1A28,1,LEFT,20171115T010013.397909
L_20171115T010014.398639.png,1A28,1,LEFT,20171115T010014.398639
L_20171115T010015.393771.png,1A28,1,LEFT,20171115T010015.393771
L_20171115T010016.398462_1A29_L1.png,1A29,1,LEFT,20171115T010016.398462
L_20171115T010017.393525_1A29_L2.png,1A29,1,LEFT,20171115T010017.393525
L_20171115T010018.396267_1A29_L3.png,1A29,1,LEFT,20171115T010018.396267
L_20171115T010019.390821_1A29_L4.png,1A29,1,LEFT,20171115T010019.390821
L_20171115T010020.383671_1A29_L5.png,1A29,1,LEFT,20171115T010020.383671
L_20171115T010021.384288_1A30_L1.png,1A30,1,LEFT,20171115T010021.384288
L_20171115T010022.379139_1A30_L2.png,1A30,1,LEFT,20171115T010022.379139
L_20171115T010023.386000_1A30_L3.png,1A30,1,LEFT,20171115T010023.386000
L_20171115T010024.381121_1A30_L4.png,1A30,1,LEFT,20171115T010024.381121
L_20171115T010025.378468_1A30_L5.png,1A30,1,LEFT,20171115T010025.378468
L_20171115T010026.377880.png,1A31,1,LEFT,20171115T010026.377880
L_20171115T010027.378332.png,1A31,1,LEFT,20171115T010027.378332
L_20171115T010028.370110.png,1A31,1,LEFT,20171115T010028.370110
L_20171115T010029.378702.png,1A31,1,LEFT,20171115T010029.378702
L_20171115T010030.384334.png,1A31,1,LEFT,20171115T010030.384334
L_20171115T010031.370708_1A32_L1.png,1A32,1,LEFT,20171115T010031.370708
L_20171115T010032.380983_1A32_L2.png,1A32,1,LEFT,20171115T010032.380983
L_20171115T010033.374068_1A32_L3.png,1A32,1,LEFT,20171115T010033.374068
L_20171115T010034.372583_1A32_L4.png,1A32,1,LEFT,20171115T010034.372583
L_20171115T010035.365473_1A32_L5.png,1A32,1,LEFT,20171115T010035.365473
L_20171115T010036.361278_1A32_L6.png,1A32,1,LEFT,20171115T010036.361278
L_20171115T010037.378326.png,1A33,1,LEFT,20171115T010037.378326
L_20171115T010038.364619.png,1A33,1,LEFT,20171115T010038.364619
L_20171115T010039.363905.png,1A33,1,LEFT,20171115T010039.363905
L_20171115T010040.362207.png,1A33,1,LEFT,20171115T010040.362207
L_20171115T010041.356709.png,1A33,1,LEFT,20171115T010041.356709
L_20171115T010042.365989.png,1A34,1,LEFT,20171115T010042.365989
L_20171115T010043.368573.png,1A34,1,LEFT,20171115T010043.368573
L_20171115T010044.364840.png,1A34,1,LEFT,20171115T010044.364840
L_20171115T010045.354655.png,1A34,1,LEFT,20171115T010045.354655
L_20171115T010046.359721.png,1A34,1,LEFT,20171115T010046.359721
L_20171115T010047.351189_1A35_L1.png,1A35,1,LEFT,20171115T010047.351189
L_20171115T010048.343377_1A35_L2.png,1A35,1,LEFT,20171115T010048.343377
L_20171115T010049.341265_1A35_L3.png,1A35,1,LEFT,20171115T010049.341265
L_20171115T010050.351509_1A35_L4.png,1A35,1,LEFT,20171115T010050.351509
L_20171115T010051.345960_1A35_L5.png,1A35,1,LEFT,20171115T010051.345960
L_20171115T010052.347053.png,1A36,1,LEFT,20171115T010052.347053
L_20171115T010053.347871.png,1A36,1,LEFT,20171115T010053.347871
L_20171115T010054.335148.png,1A36,1,LEFT,20171115T010054.335148
L_20171115T010055.339732.png,1A36,1,LEFT,20171115T010055.339732
L_20171115T010056.340489.png,1A36,1,LEFT,20171115T010056.340489
L_20171115T010057.340884.png,1A37,1,LEFT,20171115T010057.340884
L_20171115T010058.332577.png,1A37,1,LEFT,20171115T010058.332577
L_20171115T010059.332804.png,1A37,1,LEFT,20171115T010059.332804
L_20171115T010100.342266.png,1A37,1,LEFT,20171115T010100.342266
L_20171115T010101.333829.png,1A37,1,LEFT,20171115T010101.333829
L_20171115T010102.323582_1A38_L1.png,1A38,1,LEFT,20171115T010102.323582
L_20171115T010103.336132_1A38_L2.png,1A38,1,LEFT,20171115T010103.336132
L_20171115T010104.330769_1A38_L3.png,1A38,1,LEFT,20171115T010104.330769
L_20171115T010105.324286_1A38_L4.png,1A38,1,LEFT,20171115T010105.324286
L_20171115T010106.337589_1A38_L5.png,1A38,1,LEFT,20171115T010106.337589
L_20171115T010107.328107_1A38_L6.png,1A38,1,LEFT,20171115T010107.328107
L_20171115T010108.317897.png,1A39,1,LEFT,20171115T010108.317897
L_20171115T010109.314086.png,1A39,1,LEFT,20171115T010109.314086
L_20171115T010110.308406.png,1A39,1,LEFT,20171115T010110.308406
L_20171115T010111.312342.png,1A39,1,LEFT,20171115T010111.312342
L_20171115T010112.306814.png,1A39,1,LEFT,20171115T010112.306814
L_20171115T010113.313353_1A40_L1.png,1A40,1,LEFT,20171115T010113.313353
L_20171115T010114.307109_1A40_L2.png,1A40,1,LEFT,20171115T010114.307109
L_20171115T010115.313216_1A40_L3.png,1A40,1,LEFT,20171115T010115.313216
L_20171115T010116.305089_1A40_L4.png,1A40,1,LEFT,20171115T010116.305089
L_20171115T010117.301971_1A40_L5.png,1A40,1,LEFT,20171115T010117.301971
L_20171115T010118.304690.png,1A41,1,LEFT,20171115T010118.304690
L_20171115T010119.306721.png,1A41,1,LEFT,20171115T010119.306721
L_20171115T010120.306372.png,1A41,1,LEFT,20171115T010120.306372
L_20171115T010121.321917.png,1A41,1,LEFT,20171115T010121.321917
L_20171115T010122.298742.png,1A41,1,LEFT,20171115T010122.298742
L_20171115T010123.292524.png,1A42,1,LEFT,20171115T010123.292524
L_20171115T010124.298873.png,1A42,1,LEFT,20171115T010124.298873
L_20171115T010125.291893.png,1A42,1,LEFT,20171115T010125.291893
L_20171115T010126.291166.png,1A42,1,LEFT,20171115T010126.291166
L_20171115T010127.286763.png,1A42,1,LEFT,20171115T010127.286763
L_20171115T010128.288784_1A43_L1.png,1A43,1,LEFT,20171115T010128.288784
L_20171115T010129.283480_1A43_L2.png,1A43,1,LEFT,20171115T010129.283480
L_20171115T010130.282727_1A43_L3.png,1A43,1,LEFT,20171115T010130.282727
L_20171115T010131.293556_1A43_L4.png,1A43,1,LEFT,20171115T010131.293556
L_20171115T010132.287056_1A43_L5.png,1A43,1,LEFT,20171115T010132.287056
L_20171115T010133.281751.png,1A44,1,LEFT,20171115T010133.281751
L_20171115T010134.282611.png,1A44,1,LEFT,20171115T010134.282611
L_20171115T010135.280931.png,1A44,1,LEFT,20171115T010135.280931
L_20171115T010136.280388.png,1A44,1,LEFT,20171115T010136.280388
L_20171115T010137.278678.png,1A44,1,LEFT,20171115T010137.278678
L_20171115T010138.271646.png,1A44,1,LEFT,20171115T010138.271646
L_20171115T010139.270992.png,1A45,1,LEFT,20171115T010139.270992
L_20171115T010140.275181.png,1A45,1,LEFT,20171115T010140.275181
L_20171115T010141.270632.png,1A45,1,LEFT,20171115T010141.270632
L_20171115T010142.268466.png,1A45,1,LEFT,20171115T010142.268466
L_20171115T010143.266520.png,1A45,1,LEFT,20171115T010143.266520
L_20171115T010144.280623.png,1A46,1,LEFT,20171115T010144.280623
L_20171115T010145.259400.png,1A46,1,LEFT,20171115T010145.259400
L_20171115T010146.263869.png,1A46,1,LEFT,20171115T010146.263869
L_20171115T010147.267963.png,1A46,1,LEFT,20171115T010147.267963
L_20171115T010148.264681.png,1A46,1,LEFT,20171115T010148.264681
L_20171115T010149.269469.png,1A47,1,LEFT,20171115T010149.269469
L_20171115T010150.255810.png,1A47,1,LEFT,20171115T010150.255810
L_20171115T010151.263075.png,1A47,1,LEFT,20171115T010151.263075
L_20171115T010152.258297.png,1A47,1,LEFT,20171115T010152.258297
L_20171115T010153.258490.png,1A47,1,LEFT,20171115T010153.258490
L_20171115T010154.257469.png,1A48,1,LEFT,20171115T010154.257469
L_20171115T010155.252301.png,1A48,1,LEFT,20171115T010155.252301
L_20171115T010156.246908.png,1A48,1,LEFT,20171115T010156.246908
L_20171115T010157.246305.png,1A48,1,LEFT,20171115T010157.246305
L_20171115T010158.245674.png,1A48,1,LEFT,20171115T010158.245674
L_20171115T010159.243178_1A49_L1.png,1A49,1,LEFT,20171115T010159.243178
L_20171115T010200.240770_1A49_L2.png,1A49,1,LEFT,20171115T010200.240770
L_20171115T010201.239620_1A49_L3.png,1A49,1,LEFT,20171115T010201.239620
L_20171115T010202.251722_1A49_L4.png,1A49,1,LEFT,20171115T010202.251722
L_20171115T010203.237644_1A49_L5.png,1A49,1,LEFT,20171115T010203.237644
L_20171115T010204.242638_1A50_L1.png,1A50,1,LEFT,20171115T010204.242638
L_20171115T010205.236392_1A50_L2.png,1A50,1,LEFT,20171115T010205.236392
L_20171115T010206.246536_1A50_L3.png,1A50,1,LEFT,20171115T010206.246536
L_20171115T010207.235776_1A50_L4.png,1A50,1,LEFT,20171115T010207.235776
L_20171115T010208.247410_1A50_L5.png,1A50,1,LEFT,20171115T010208.247410
L_20171115T010209.241722_1A50_L6.png,1A50,1,LEFT,20171115T010209.241722
L_20171115T010210.239342.png,1A51,1,LEFT,20171115T010210.239342
L_20171115T010211.225507.png,1A51,1,LEFT,20171115T010211.225507
L_20171115T010212.223799.png,1A51,1,LEFT,20171115T010212.223799
L_20171115T010213.232319.png,1A51,1,LEFT,20171115T010213.232319
L_20171115T010214.237868.png,1A51,1,LEFT,20171115T010214.237868
L_20171115T010215.234669_1A52_L1.png,1A52,1,LEFT,20171115T010215.234669
L_20171115T010216.226021_1A52_L2.png,1A52,1,LEFT,20171115T010216.226021
L_20171115T010217.221694_1A52_L3.png,1A52,1,LEFT,20171115T010217.221694
L_20171115T010218.226799_1A52_L4.png,1A52,1,LEFT,20171115T010218.226799
L_20171115T010219.219753_1A52_L5.png,1A52,1,LEFT,20171115T010219.219753
L_20171115T010220.232498_1A53_L1.png,1A53,1,LEFT,20171115T010220.232498
L_20171115T010221.225231_1A53_L2.png,1A53,1,LEFT,20171115T010221.225231
L_20171115T010222.214865_1A53_L3.png,1A53,1,LEFT,20171115T010222.214865
L_20171115T010223.212157_1A53_L4.png,1A53,1,LEFT,20171115T010223.212157
L_20171115T010224.217639_1A53_L5.png,1A53,1,LEFT,20171115T010224.217639
L_20171115T010225.218397.png,1A54,1,LEFT,20171115T010225.218397
L_20171115T010226.203706.png,1A54,1,LEFT,20171115T010226.203706
L_20171115T010227.202147.png,1A54,1,LEFT,20171115T010227.202147
L_20171115T010228.201366.png,1A54,1,LEFT,20171115T010228.201366
L_20171115T010229.208233.png,1A54,1,LEFT,20171115T010229.208233
L_20171115T010230.214912_1A55_L1.png,1A55,1,LEFT,20171115T010230.214912
L_20171115T010231.214216_1A55_L2.png,1A55,1,LEFT,20171115T010231.214216
L_20171115T010232.206649_1A55_L3.png,1A55,1,LEFT,20171115T010232.206649
L_20171115T010233.207298_1A55_L4.png,1A55,1,LEFT,20171115T010233.207298
L_20171115T010234.198103_1A55_L5.png,1A55,1,LEFT,20171115T010234.198103
L_20171115T010235.202678_1A55_L6.png,1A55,1,LEFT,20171115T010235.202678
L_20171115T010236.197405.png,1A56,1,LEFT,20171115T010236.197405
L_20171115T010237.196618.png,1A56,1,LEFT,20171115T010237.196618
L_20171115T010238.199358.png,1A56,1,LEFT,20171115T010238.199358
L_20171115T010239.201618.png,1A56,1,LEFT,20171115T010239.201618
L_20171115T010240.200529.png,1A56,1,LEFT,20171115T010240.200529
L_20171115T010241.197793.png,1A57,1,LEFT,20171115T010241.197793
L_20171115T010242.195073.png,1A57,1,LEFT,20171115T010242.195073
L_20171115T010243.187549.png,1A57,1,LEFT,20171115T010243.187549
L_20171115T010244.185074.png,1A57,1,LEFT,20171115T010244.185074
L_20171115T010245.189653.png,1A57,1,LEFT,20171115T010245.189653
L_20171115T010246.193234_1A58_L1.png,1A58,1,LEFT,20171115T010246.193234
L_20171115T010247.174127_1A58_L2.png,1A58,1,LEFT,20171115T010247.174127
L_20171115T010248.180720_1A58_L3.png,1A58,1,LEFT,20171115T010248.180720
L_20171115T010249.170731_1A58_L4.png,1A58,1,LEFT,20171115T010249.170731
L_20171115T010250.172992_1A58_L5.png,1A58,1,LEFT,20171115T010250.172992
L_20171115T010251.173229.png,1A59,1,LEFT,20171115T010251.173229
L_20171115T010252.177034.png,1A59,1,LEFT,20171115T010252.177034
L_20171115T010253.168004.png,1A59,1,LEFT,20171115T010253.168004
L_20171115T010254.186008.png,1A59,1,LEFT,20171115T010254.186008
L_20171115T010255.177302.png,1A59,1,LEFT,20171115T010255.177302
L_20171115T010256.161474.png,1A59,1,LEFT,20171115T010256.161474
L_20171115T010257.175055.png,1A60,1,LEFT,20171115T010257.175055
L_20171115T010258.173237.png,1A60,1,LEFT,20171115T010258.173237
L_20171115T010259.164482.png,1A60,1,LEFT,20171115T010259.164482
L_20171115T010300.157724.png,1A60,1,LEFT,20171115T010300.157724
L_20171115T010301.166103.png,1A60,1,LEFT,20171115T010301.166103
L_20171115T010302.155635.png,1A61,1,LEFT,20171115T010302.155635
L_20171115T010303.155977.png,1A61,1,LEFT,20171115T010303.155977
L_20171115T010304.153708.png,1A61,1,LEFT,20171115T010304.153708
L_20171115T010305.151173.png,1A61,1,LEFT,20171115T010305.151173
L_20171115T010306.147833.png,1A61,1,LEFT,20171115T010306.147833
L_20171115T010307.158373.png,1A62,1,LEFT,20171115T010307.158373
L_20171115T010308.150062.png,1A62,1,LEFT,20171115T010308.150062
L_20171115T010309.153729.png,1A62,1,LEFT,20171115T010309.153729
L_20171115T010310.158609.png,1A62,1,LEFT,20171115T010310.158609
L_20171115T010311.163535.png,1A62,1,LEFT,20171115T010311.163535
L_20171115T010312.149696_1A63_L1.png,1A63,1,LEFT,20171115T010312.149696
L_20171115T010313.157388_1A63_L2.png,1A63,1,LEFT,20171115T010313.157388
L_20171115T010314.159443_1A63_L3.png,1A63,1,LEFT,20171115T010314.159443
L_20171115T010315.148324_1A63_L4.png,1A63,1,LEFT,20171115T010315.148324
L_20171115T010316.153746_1A63_L5.png,1A63,1,LEFT,20171115T010316.153746
L_20171115T010317.135208_1A63_L6.png,1A63,1,LEFT,20171115T010317.135208
L_20171115T010318.132190.png,1A64,1,LEFT,20171115T010318.132190
L_20171115T010319.141290.png,1A64,1,LEFT,20171115T010319.141290
L_20171115T010320.128671.png,1A64,1,LEFT,20171115T010320.128671
L_20171115T010321.134437.png,1A64,1,LEFT,20171115T010321.134437
L_20171115T010322.134278.png,1A64,1,LEFT,20171115T010322.134278
L_20171115T010323.134448_1A65_L1.png,1A65,1,LEFT,20171115T010323.134448
L_20171115T010324.131355_1A65_L2.png,1A65,1,LEFT,20171115T010324.131355
L_20171115T010325.126177_1A65_L3.png,1A65,1,LEFT,20171115T010325.126177
L_20171115T010326.139022_1A65_L4.png,1A65,1,LEFT,20171115T010326.139022
L_20171115T010327.133229_1A65_L5.png,1A65,1,LEFT,20171115T010327.133229
L_20171115T010328.131572.png,1A66,1,LEFT,20171115T010328.131572
L_20171115T010329.133030.png,1A66,1,LEFT,20171115T010329.133030
L_20171115T010330.128182.png,1A66,1,LEFT,20171115T010330.128182
L_20171115T010331.119332.png,1A66,1,LEFT,20171115T010331.119332
L_20171115T010332.125734.png,1A66,1,LEFT,20171115T010332.125734
L_20171115T010333.116571.png,1A66,1,LEFT,20171115T010333.116571
L_20171115T010334.116840_1A67_L1.png,1A67,1,LEFT,20171115T010334.116840
L_20171115T010335.117642_1A67_L2.png,1A67,1,LEFT,20171115T010335.117642
L_20171115T010336.113944_1A67_L3.png,1A67,1,LEFT,20171115T010336.113944
L_20171115T010337.105391_1A67_L4.png,1A67,1,LEFT,20171115T010337.105391
L_20171115T010338.103688_1A67_L5.png,1A67,1,LEFT,20171115T010338.103688
L_20171115T010339.108383.png,1A68,1,LEFT,20171115T010339.108383
L_20171115T010340.105684.png,1A68,1,LEFT,20171115T010340.105684
L_20171115T010341.111773.png,1A68,1,LEFT,20171115T010341.111773
L_20171115T010342.103947.png,1A68,1,LEFT,20171115T010342.103947
L_20171115T010343.099946.png,1A68,1,LEFT,20171115T010343.099946
L_20171115T010344.110947_1A69_L1.png,1A69,1,LEFT,20171115T010344.110947
L_20171115T010345.098976_1A69_L2.png,1A69,1,LEFT,20171115T010345.098976
L_20171115T010346.094787_1A69_L3.png,1A69,1,LEFT,20171115T010346.094787
L_20171115T010347.100040_1A69_L4.png,1A69,1,LEFT,20171115T010347.100040
L_20171115T010348.099091_1A69_L5.png,1A69,1,LEFT,20171115T010348.099091
L_20171115T010349.106170_1A70_L1.png,1A70,1,LEFT,20171115T010349.106170
L_20171115T010350.099334_1A70_L2.png,1A70,1,LEFT,20171115T010350.099334
L_20171115T010351.093041_1A70_L3.png,1A70,1,LEFT,20171115T010351.093041
L_20171115T010352.086268_1A70_L4.png,1A70,1,LEFT,20171115T010352.086268
L_20171115T010353.087895_1A70_L5.png,1A70,1,LEFT,20171115T010353.087895
L_20171115T010354.083450.png,1A71,1,LEFT,20171115T010354.083450
L_20171115T010355.086093.png,1A71,1,LEFT,20171115T010355.086093
L_20171115T010356.081598.png,1A71,1,LEFT,20171115T010356.081598
