ID,Crop type,Water treatment,Fertiliser treatment,Total fresh weight (g),Head fresh weight (g),Bed,W5_10cm_Dielectric (e)_mean,W5_10cm_Temperature (C)_max,W5_10cm_Temperature (C)_mean,W5_10cm_Temperature (C)_std,W5_10cm_Volumetric Water Content (%)_sum,W5_30cm_Dielectric (e)_mean,W5_30cm_Temperature (C)_max,W5_30cm_Temperature (C)_mean,W5_30cm_Temperature (C)_std,W5_30cm_Volumetric Water Content (%)_sum,W6_10cm_Dielectric (e)_mean,W6_10cm_Temperature (C)_max,W6_10cm_Temperature (C)_mean,W6_10cm_Temperature (C)_std,W6_10cm_Volumetric Water Content (%)_sum,W6_30cm_Dielectric (e)_mean,W6_30cm_Temperature (C)_max,W6_30cm_Temperature (C)_mean,W6_30cm_Temperature (C)_std,W6_30cm_Volumetric Water Content (%)_sum,New_filename
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_9.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_10.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_11.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_12.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_13.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_14.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_15.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_16.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_17.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_18.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_19.png
1S3,1,0,0,3195.6,1106.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S3_20.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_1.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_2.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_3.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_4.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_5.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_6.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_7.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_8.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_9.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_10.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_11.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_12.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_13.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_14.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_15.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_16.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_17.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_18.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_19.png
1S4,1,0,0,1718.8,149.2,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S4_20.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_1.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_2.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_3.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_4.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_5.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_6.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_7.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_8.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_9.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_10.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_11.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_12.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_13.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_14.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_15.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_16.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_17.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_18.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_19.png
1S5,1,0,0,2070.1,839.4,1,10.3,26.1,20.0,2.7,22825.0,9.3,23.2,20.6,1.4,20578.8,8.7,28.3,21.1,3.6,18087.1,8.5,24.0,20.7,1.9,17623.6,1S5_20.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_1.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_2.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_3.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_4.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_5.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_6.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_7.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_8.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_9.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_10.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_11.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_12.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_13.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_14.png
1S6,1,0,1,2979.7,1115.2,1,10.1,26.2,19.9,2.6,22313.2,12.2,22.9,20.3,1.4,27130.4,9.5,27.7,20.7,3.4,19885.8,11.8,24.0,20.3,1.9,25054.5,1S6_15.png
