New_filename,ID,Cropping,Crop_position,Bed,Camera,Timestamp
1A32_L4_0.png,1A32,0,BOTTOM,1,LEFT,20171115T010035.365473
1A32_L4_1.png,1A32,1,BOTTOM,1,LEFT,20171115T010035.365473
1A32_L5_0.png,1A32,0,BOTTOM,1,LEFT,20171115T010036.361278
1A32_L5_1.png,1A32,1,BOTTOM,1,LEFT,20171115T010036.361278
1A35_L1_0.png,1A35,0,TOP,1,LEFT,20171115T010048.343377
1A35_L1_1.png,1A35,1,TOP,1,LEFT,20171115T010048.343377
1A35_L2_0.png,1A35,0,TOP,1,LEFT,20171115T010049.341265
1A35_L2_1.png,1A35,1,TOP,1,LEFT,20171115T010049.341265
1A35_L3_0.png,1A35,0,CENTER,1,LEFT,20171115T010050.351509
1A35_L3_1.png,1A35,1,CENTER,1,LEFT,20171115T010050.351509
1A35_L4_0.png,1A35,0,BOTTOM,1,LEFT,20171115T010051.345960
1A35_L4_1.png,1A35,1,BOTTOM,1,LEFT,20171115T010051.345960
1A35_L5_0.png,1A35,0,BOTTOM,1,LEFT,20171115T010052.347053
1A35_L5_1.png,1A35,1,BOTTOM,1,LEFT,20171115T010052.347053
1A38_L1_0.png,1A38,0,TOP,1,LEFT,20171115T010104.330769
1A38_L1_1.png,1A38,1,TOP,1,LEFT,20171115T010104.330769
1A38_L2_0.png,1A38,0,TOP,1,LEFT,20171115T010105.324286
1A38_L2_1.png,1A38,1,TOP,1,LEFT,20171115T010105.324286
1A38_L3_0.png,1A38,0,CENTER,1,LEFT,20171115T010106.337589
1A38_L3_1.png,1A38,1,CENTER,1,LEFT,20171115T010106.337589
1A38_L4_0.png,1A38,0,BOTTOM,1,LEFT,20171115T010107.328107
1A38_L4_1.png,1A38,1,BOTTOM,1,LEFT,20171115T010107.328107
1A38_L5_0.png,1A38,0,BOTTOM,1,LEFT,20171115T010108.317897
1A38_L5_1.png,1A38,1,BOTTOM,1,LEFT,20171115T010108.317897
1A40_L1_0.png,1A40,0,TOP,1,LEFT,20171115T010114.307109
1A40_L1_1.png,1A40,1,TOP,1,LEFT,20171115T010114.307109
1A40_L2_0.png,1A40,0,TOP,1,LEFT,20171115T010115.313216
1A40_L2_1.png,1A40,1,TOP,1,LEFT,20171115T010115.313216
1A40_L3_0.png,1A40,0,CENTER,1,LEFT,20171115T010116.305089
1A40_L3_1.png,1A40,1,CENTER,1,LEFT,20171115T010116.305089
1A40_L4_0.png,1A40,0,BOTTOM,1,LEFT,20171115T010117.301971
1A40_L4_1.png,1A40,1,BOTTOM,1,LEFT,20171115T010117.301971
1A40_L5_0.png,1A40,0,BOTTOM,1,LEFT,20171115T010118.304690
1A40_L5_1.png,1A40,1,BOTTOM,1,LEFT,20171115T010118.304690
1A43_L1_0.png,1A43,0,TOP,1,LEFT,20171115T010130.282727
1A43_L1_1.png,1A43,1,TOP,1,LEFT,20171115T010130.282727
1A43_L2_0.png,1A43,0,TOP,1,LEFT,20171115T010131.293556
1A43_L2_1.png,1A43,1,TOP,1,LEFT,20171115T010131.293556
1A43_L3_0.png,1A43,0,CENTER,1,LEFT,20171115T010132.287056
1A43_L3_1.png,1A43,1,CENTER,1,LEFT,20171115T010132.287056
1A43_L4_0.png,1A43,0,BOTTOM,1,LEFT,20171115T010133.281751
1A43_L4_1.png,1A43,1,BOTTOM,1,LEFT,20171115T010133.281751
1A43_L5_0.png,1A43,0,BOTTOM,1,LEFT,20171115T010134.282611
1A43_L5_1.png,1A43,1,BOTTOM,1,LEFT,20171115T010134.282611
1A49_L1_0.png,1A49,0,TOP,1,LEFT,20171115T010206.246536
1A49_L1_1.png,1A49,1,TOP,1,LEFT,20171115T010206.246536
1A49_L2_0.png,1A49,0,TOP,1,LEFT,20171115T010207.235776
1A49_L2_1.png,1A49,1,TOP,1,LEFT,20171115T010207.235776
1A49_L3_0.png,1A49,0,CENTER,1,LEFT,20171115T010208.247410
1A49_L3_1.png,1A49,1,CENTER,1,LEFT,20171115T010208.247410
1A49_L4_0.png,1A49,0,BOTTOM,1,LEFT,20171115T010209.241722
1A49_L4_1.png,1A49,1,BOTTOM,1,LEFT,20171115T010209.241722
1A49_L5_0.png,1A49,0,BOTTOM,1,LEFT,20171115T010210.239342
1A49_L5_1.png,1A49,1,BOTTOM,1,LEFT,20171115T010210.239342
1A50_L1_0.png,1A50,0,TOP,1,LEFT,20171115T010211.225507
1A50_L1_1.png,1A50,1,TOP,1,LEFT,20171115T010211.225507
1A50_L2_0.png,1A50,0,TOP,1,LEFT,20171115T010212.223799
1A50_L2_1.png,1A50,1,TOP,1,LEFT,20171115T010212.223799
1A50_L3_0.png,1A50,0,CENTER,1,LEFT,20171115T010213.232319
1A50_L3_1.png,1A50,1,CENTER,1,LEFT,20171115T010213.232319
1A50_L4_0.png,1A50,0,BOTTOM,1,LEFT,20171115T010214.237868
1A50_L4_1.png,1A50,1,BOTTOM,1,LEFT,20171115T010214.237868
1A50_L5_0.png,1A50,0,BOTTOM,1,LEFT,20171115T010215.234669
1A50_L5_1.png,1A50,1,BOTTOM,1,LEFT,20171115T010215.234669
1A52_L1_0.png,1A52,0,TOP,1,LEFT,20171115T010221.225231
1A52_L1_1.png,1A52,1,TOP,1,LEFT,20171115T010221.225231
1A52_L2_0.png,1A52,0,TOP,1,LEFT,20171115T010222.214865
1A52_L2_1.png,1A52,1,TOP,1,LEFT,20171115T010222.214865
1A52_L3_0.png,1A52,0,CENTER,1,LEFT,20171115T010223.212157
1A52_L3_1.png,1A52,1,CENTER,1,LEFT,20171115T010223.212157
1A52_L4_0.png,1A52,0,BOTTOM,1,LEFT,20171115T010224.217639
1A52_L4_1.png,1A52,1,BOTTOM,1,LEFT,20171115T010224.217639
1A52_L5_0.png,1A52,0,BOTTOM,1,LEFT,20171115T010225.218397
1A52_L5_1.png,1A52,1,BOTTOM,1,LEFT,20171115T010225.218397
1A53_L1_0.png,1A53,0,TOP,1,LEFT,20171115T010226.203706
1A53_L1_1.png,1A53,1,TOP,1,LEFT,20171115T010226.203706
1A53_L2_0.png,1A53,0,TOP,1,LEFT,20171115T010227.202147
1A53_L2_1.png,1A53,1,TOP,1,LEFT,20171115T010227.202147
1A53_L3_0.png,1A53,0,CENTER,1,LEFT,20171115T010228.201366
1A53_L3_1.png,1A53,1,CENTER,1,LEFT,20171115T010228.201366
1A53_L4_0.png,1A53,0,BOTTOM,1,LEFT,20171115T010229.208233
1A53_L4_1.png,1A53,1,BOTTOM,1,LEFT,20171115T010229.208233
1A53_L5_0.png,1A53,0,BOTTOM,1,LEFT,20171115T010230.214912
1A53_L5_1.png,1A53,1,BOTTOM,1,LEFT,20171115T010230.214912
1A55_L1_0.png,1A55,0,TOP,1,LEFT,20171115T010238.199358
1A55_L1_1.png,1A55,1,TOP,1,LEFT,20171115T010238.199358
1A55_L2_0.png,1A55,0,TOP,1,LEFT,20171115T010239.201618
1A55_L2_1.png,1A55,1,TOP,1,LEFT,20171115T010239.201618
1A55_L3_0.png,1A55,0,CENTER,1,LEFT,20171115T010240.200529
1A55_L3_1.png,1A55,1,CENTER,1,LEFT,20171115T010240.200529
1A55_L4_0.png,1A55,0,BOTTOM,1,LEFT,20171115T010241.197793
1A55_L4_1.png,1A55,1,BOTTOM,1,LEFT,20171115T010241.197793
1A55_L5_0.png,1A55,0,BOTTOM,1,LEFT,20171115T010242.195073
1A55_L5_1.png,1A55,1,BOTTOM,1,LEFT,20171115T010242.195073
1A58_L1_0.png,1A58,0,TOP,1,LEFT,20171115T010253.168004
1A58_L1_1.png,1A58,1,TOP,1,LEFT,20171115T010253.168004
1A58_L2_0.png,1A58,0,TOP,1,LEFT,20171115T010254.186008
1A58_L2_1.png,1A58,1,TOP,1,LEFT,20171115T010254.186008
1A58_L3_0.png,1A58,0,CENTER,1,LEFT,20171115T010255.177302
1A58_L3_1.png,1A58,1,CENTER,1,LEFT,20171115T010255.177302
1A58_L4_0.png,1A58,0,BOTTOM,1,LEFT,20171115T010256.161474
1A58_L4_1.png,1A58,1,BOTTOM,1,LEFT,20171115T010256.161474
1A58_L5_0.png,1A58,0,BOTTOM,1,LEFT,20171115T010257.175055
1A58_L5_1.png,1A58,1,BOTTOM,1,LEFT,20171115T010257.175055
1A63_L1_0.png,1A63,0,TOP,1,LEFT,20171115T010320.128671
1A63_L1_1.png,1A63,1,TOP,1,LEFT,20171115T010320.128671
1A63_L2_0.png,1A63,0,TOP,1,LEFT,20171115T010321.134437
1A63_L2_1.png,1A63,1,TOP,1,LEFT,20171115T010321.134437
1A63_L3_0.png,1A63,0,CENTER,1,LEFT,20171115T010322.134278
1A63_L3_1.png,1A63,1,CENTER,1,LEFT,20171115T010322.134278
1A63_L4_0.png,1A63,0,BOTTOM,1,LEFT,20171115T010323.134448
1A63_L4_1.png,1A63,1,BOTTOM,1,LEFT,20171115T010323.134448
1A63_L5_0.png,1A63,0,BOTTOM,1,LEFT,20171115T010324.131355
1A63_L5_1.png,1A63,1,BOTTOM,1,LEFT,20171115T010324.131355
1A65_L1_0.png,1A65,0,TOP,1,LEFT,20171115T010330.128182
1A65_L1_1.png,1A65,1,TOP,1,LEFT,20171115T010330.128182
1A65_L2_0.png,1A65,0,TOP,1,LEFT,20171115T010331.119332
1A65_L2_1.png,1A65,1,TOP,1,LEFT,20171115T010331.119332
1A65_L3_0.png,1A65,0,CENTER,1,LEFT,20171115T010332.125734
1A65_L3_1.png,1A65,1,CENTER,1,LEFT,20171115T010332.125734
1A65_L4_0.png,1A65,0,BOTTOM,1,LEFT,20171115T010333.116571
1A65_L4_1.png,1A65,1,BOTTOM,1,LEFT,20171115T010333.116571
1A65_L5_0.png,1A65,0,BOTTOM,1,LEFT,20171115T010334.116840
1A65_L5_1.png,1A65,1,BOTTOM,1,LEFT,20171115T010334.116840
1A67_L1_0.png,1A67,0,TOP,1,LEFT,20171115T010341.111773
1A67_L1_1.png,1A67,1,TOP,1,LEFT,20171115T010341.111773
1A67_L2_0.png,1A67,0,TOP,1,LEFT,20171115T010342.103947
1A67_L2_1.png,1A67,1,TOP,1,LEFT,20171115T010342.103947
1A67_L3_0.png,1A67,0,CENTER,1,LEFT,20171115T010343.099946
1A67_L3_1.png,1A67,1,CENTER,1,LEFT,20171115T010343.099946
1A67_L4_0.png,1A67,0,BOTTOM,1,LEFT,20171115T010344.110947
1A67_L4_1.png,1A67,1,BOTTOM,1,LEFT,20171115T010344.110947
1A67_L5_0.png,1A67,0,BOTTOM,1,LEFT,20171115T010345.098976
1A67_L5_1.png,1A67,1,BOTTOM,1,LEFT,20171115T010345.098976
1A69_L1_0.png,1A69,0,TOP,1,LEFT,20171115T010351.093041
1A69_L1_1.png,1A69,1,TOP,1,LEFT,20171115T010351.093041
1A69_L2_0.png,1A69,0,TOP,1,LEFT,20171115T010352.086268
1A69_L2_1.png,1A69,1,TOP,1,LEFT,20171115T010352.086268
1A69_L3_0.png,1A69,0,CENTER,1,LEFT,20171115T010353.087895
1A69_L3_1.png,1A69,1,CENTER,1,LEFT,20171115T010353.087895
1A69_L4_0.png,1A69,0,BOTTOM,1,LEFT,20171115T010354.083450
1A69_L4_1.png,1A69,1,BOTTOM,1,LEFT,20171115T010354.083450
1A69_L5_0.png,1A69,0,BOTTOM,1,LEFT,20171115T010355.086093
1A69_L5_1.png,1A69,1,BOTTOM,1,LEFT,20171115T010355.086093
1A70_L1_0.png,1A70,0,TOP,1,LEFT,20171115T010357.090993
1A70_L1_1.png,1A70,1,TOP,1,LEFT,20171115T010357.090993
1A70_L2_0.png,1A70,0,TOP,1,LEFT,20171115T010358.083186
1A70_L2_1.png,1A70,1,TOP,1,LEFT,20171115T010358.083186
1A70_L3_0.png,1A70,0,CENTER,1,LEFT,20171115T010359.075136
1A70_L3_1.png,1A70,1,CENTER,1,LEFT,20171115T010359.075136
1A70_L4_0.png,1A70,0,BOTTOM,1,LEFT,20171115T010400.080683
1A70_L4_1.png,1A70,1,BOTTOM,1,LEFT,20171115T010400.080683
1A70_L5_0.png,1A70,0,BOTTOM,1,LEFT,20171115T010401.067705
1A70_L5_1.png,1A70,1,BOTTOM,1,LEFT,20171115T010401.067705
1A73_L1_0.png,1A73,0,TOP,1,LEFT,20171115T010413.065108
1A73_L1_1.png,1A73,1,TOP,1,LEFT,20171115T010413.065108
1A73_L2_0.png,1A73,0,TOP,1,LEFT,20171115T010414.072827
1A73_L2_1.png,1A73,1,TOP,1,LEFT,20171115T010414.072827
1A73_L3_0.png,1A73,0,CENTER,1,LEFT,20171115T010415.068359
1A73_L3_1.png,1A73,1,CENTER,1,LEFT,20171115T010415.068359
1A73_L4_0.png,1A73,0,BOTTOM,1,LEFT,20171115T010416.062785
1A73_L4_1.png,1A73,1,BOTTOM,1,LEFT,20171115T010416.062785
1A73_L5_0.png,1A73,0,BOTTOM,1,LEFT,20171115T010417.059437
1A73_L5_1.png,1A73,1,BOTTOM,1,LEFT,20171115T010417.059437
1A74_L1_0.png,1A74,0,TOP,1,LEFT,20171115T010418.057118
1A74_L1_1.png,1A74,1,TOP,1,LEFT,20171115T010418.057118
1A74_L2_0.png,1A74,0,TOP,1,LEFT,20171115T010419.063139
1A74_L2_1.png,1A74,1,TOP,1,LEFT,20171115T010419.063139
1A74_L3_0.png,1A74,0,CENTER,1,LEFT,20171115T010420.058714
1A74_L3_1.png,1A74,1,CENTER,1,LEFT,20171115T010420.058714
1A74_L4_0.png,1A74,0,BOTTOM,1,LEFT,20171115T010421.068434
1A74_L4_1.png,1A74,1,BOTTOM,1,LEFT,20171115T010421.068434
1A74_L5_0.png,1A74,0,BOTTOM,1,LEFT,20171115T010422.051768
1A74_L5_1.png,1A74,1,BOTTOM,1,LEFT,20171115T010422.051768
1A75_L1_0.png,1A75,0,TOP,1,LEFT,20171115T010423.055548
1A75_L1_1.png,1A75,1,TOP,1,LEFT,20171115T010423.055548
1A75_L2_0.png,1A75,0,TOP,1,LEFT,20171115T010424.055310
1A75_L2_1.png,1A75,1,TOP,1,LEFT,20171115T010424.055310
1A75_L3_0.png,1A75,0,CENTER,1,LEFT,20171115T010425.047233
1A75_L3_1.png,1A75,1,CENTER,1,LEFT,20171115T010425.047233
1A75_L4_0.png,1A75,0,BOTTOM,1,LEFT,20171115T010426.045551
1A75_L4_1.png,1A75,1,BOTTOM,1,LEFT,20171115T010426.045551
1A75_L5_0.png,1A75,0,BOTTOM,1,LEFT,20171115T010427.054272
1A75_L5_1.png,1A75,1,BOTTOM,1,LEFT,20171115T010427.054272
1A78_L1_0.png,1A78,0,TOP,1,LEFT,20171115T010439.021625
1A78_L1_1.png,1A78,1,TOP,1,LEFT,20171115T010439.021625
1A78_L2_0.png,1A78,0,TOP,1,LEFT,20171115T010440.031836
1A78_L2_1.png,1A78,1,TOP,1,LEFT,20171115T010440.031836
1A78_L3_0.png,1A78,0,CENTER,1,LEFT,20171115T010441.026788
1A78_L3_1.png,1A78,1,CENTER,1,LEFT,20171115T010441.026788
1A78_L4_0.png,1A78,0,BOTTOM,1,LEFT,20171115T010442.021807
1A78_L4_1.png,1A78,1,BOTTOM,1,LEFT,20171115T010442.021807
1A78_L5_0.png,1A78,0,BOTTOM,1,LEFT,20171115T010443.014411
1A78_L5_1.png,1A78,1,BOTTOM,1,LEFT,20171115T010443.014411
1A82_L1_0.png,1A82,0,TOP,1,LEFT,20171115T010459.003190
1A82_L1_1.png,1A82,1,TOP,1,LEFT,20171115T010459.003190
1A82_L2_0.png,1A82,0,TOP,1,LEFT,20171115T010459.998395
